"","DEGREE","PEOCNTCT","STRESS","SLPPRBLM","WKSMOOTH","UNEMP","SATFIN","CLASS_","SATJOB","WEEKSWRK","LIFE","HEALTH","HAPPY","RINCOME","INCOM16","SEXFREQ","SOCBAR","AGE"
"637",1,NA,NA,NA,NA,NA,3,1,2,0,1,3,2,NA,2,0,6,55
"638",1,1,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,1,0,NA,63
"639",2,1,NA,NA,NA,1,3,2,1,52,1,2,3,9,3,5,NA,26
"640",0,NA,NA,NA,NA,1,3,1,NA,25,1,3,2,4,3,1,NA,49
"641",1,2,NA,NA,NA,2,3,3,1,8,NA,NA,3,1,4,4,NA,32
"642",3,NA,3,1,2,2,3,2,2,12,NA,NA,1,1,3,4,6,42
"643",1,4,3,1,1,NA,3,2,3,20,1,2,2,NA,4,4,5,50
"644",0,1,NA,NA,NA,2,1,3,1,0,NA,NA,2,NA,1,2,NA,48
"645",1,NA,NA,NA,NA,NA,2,3,NA,0,3,1,2,NA,3,NA,5,76
"646",1,3,3,2,2,NA,2,3,2,52,2,1,2,12,3,NA,3,53
"647",1,2,NA,NA,NA,NA,3,1,1,0,3,2,3,NA,4,3,NA,31
"648",3,4,2,2,2,2,3,3,2,52,2,2,2,12,NA,4,NA,37
"649",1,NA,3,4,4,2,2,2,1,52,2,2,1,12,3,5,NA,46
"650",4,1,NA,NA,NA,1,2,3,1,40,2,4,2,12,2,1,NA,40
"651",1,1,NA,NA,NA,NA,3,2,4,40,1,2,3,9,3,6,4,25
"652",1,1,NA,NA,NA,2,3,2,2,52,NA,NA,2,12,3,1,NA,61
"653",1,4,NA,NA,NA,2,2,2,1,52,NA,NA,1,3,2,5,5,50
"654",1,NA,1,1,4,2,1,2,1,52,1,1,1,12,3,4,NA,51
"655",1,2,NA,NA,NA,NA,2,2,1,21,2,3,2,12,1,4,5,57
"656",2,NA,NA,NA,NA,2,3,2,NA,22,1,2,2,10,2,0,NA,79
"657",1,NA,4,3,2,1,3,2,1,25,NA,NA,2,6,4,3,5,31
"658",1,2,NA,NA,NA,NA,1,3,2,52,1,2,2,9,4,5,2,24
"659",1,1,4,1,1,2,1,3,1,26,NA,NA,2,10,2,NA,NA,61
"660",1,3,4,3,1,2,2,2,1,52,1,2,3,12,3,0,NA,62
"661",3,NA,NA,NA,NA,NA,3,2,NA,0,2,2,1,NA,3,0,NA,64
"662",1,NA,5,2,2,1,2,2,1,52,2,3,2,12,3,4,NA,54
"663",1,1,NA,NA,NA,2,3,2,1,50,NA,NA,2,11,1,4,NA,24
"664",0,NA,NA,NA,NA,1,2,2,NA,12,1,2,3,NA,3,0,NA,79
"665",1,3,NA,NA,NA,1,1,1,NA,0,NA,NA,2,NA,3,NA,6,33
"666",1,2,4,3,3,1,2,2,2,52,1,2,1,6,2,3,NA,27
"667",3,4,NA,NA,NA,NA,3,3,1,52,1,1,1,12,4,5,1,36
"668",1,NA,5,3,2,1,1,3,2,3,NA,NA,2,NA,4,3,NA,19
"669",1,5,1,3,1,1,2,3,1,52,2,2,2,12,3,1,NA,59
"670",1,2,NA,NA,NA,NA,3,2,NA,50,2,2,1,NA,1,1,NA,63
"671",1,3,NA,NA,NA,1,2,2,2,50,2,4,2,5,3,NA,NA,41
"672",3,3,NA,NA,NA,2,2,3,2,52,2,1,2,NA,3,2,NA,36
"673",4,3,2,2,2,NA,2,3,1,52,1,3,2,12,3,2,NA,36
"674",1,NA,5,3,2,NA,2,2,1,48,2,2,2,12,3,NA,4,40
"675",0,2,3,3,3,2,2,2,4,52,NA,NA,2,10,2,5,5,33
"676",1,NA,5,2,2,NA,1,1,1,1,2,3,1,NA,3,1,5,32
"677",1,NA,NA,NA,NA,NA,2,2,1,0,2,1,1,NA,2,5,6,47
"678",1,5,NA,NA,NA,1,1,2,2,52,NA,NA,2,NA,2,5,NA,39
"679",1,2,NA,NA,NA,2,3,2,2,52,NA,NA,2,NA,2,6,2,25
"680",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,2,NA,20
"681",1,NA,3,3,1,2,1,2,1,52,1,1,1,12,2,5,NA,32
"682",1,2,4,3,2,2,2,2,1,52,NA,NA,2,12,3,4,2,32
"683",1,1,NA,NA,NA,2,2,2,2,0,NA,NA,2,NA,3,4,4,46
"684",1,NA,3,2,2,NA,3,2,2,52,1,2,2,12,4,NA,4,57
"685",1,NA,5,3,2,2,2,2,2,48,2,2,1,12,3,4,NA,60
"686",0,2,5,2,2,2,2,2,1,52,NA,NA,2,12,3,0,4,59
"687",4,NA,4,3,3,2,3,3,1,25,1,2,2,10,5,5,NA,47
"688",2,NA,3,2,1,1,1,2,2,52,NA,NA,2,12,1,0,NA,57
"689",4,NA,NA,NA,NA,NA,3,3,NA,0,1,2,2,NA,5,0,6,67
"690",4,NA,3,2,2,1,1,3,1,52,1,2,1,12,2,3,NA,65
"691",3,2,3,2,3,2,3,2,2,50,2,4,2,1,4,1,NA,61
"692",1,2,NA,NA,NA,2,2,1,1,0,NA,NA,2,NA,2,5,NA,36
"693",1,3,NA,NA,NA,1,2,2,2,0,NA,NA,2,NA,3,3,4,37
"694",1,NA,NA,NA,NA,NA,1,2,NA,0,1,2,1,NA,3,2,NA,80
"695",1,1,3,3,2,1,1,2,2,52,1,2,1,11,3,5,NA,26
"696",3,3,NA,NA,NA,2,2,3,1,52,2,1,2,12,2,0,NA,33
"697",3,4,3,1,3,1,1,2,2,52,NA,NA,2,12,4,6,4,27
"698",3,3,1,1,2,NA,2,3,2,52,1,3,2,12,3,0,2,34
"699",2,NA,NA,NA,NA,2,2,2,4,0,NA,NA,2,NA,3,2,NA,50
"700",2,NA,NA,NA,NA,2,2,3,1,0,NA,NA,2,NA,3,1,NA,58
"701",4,4,4,2,2,2,1,2,1,45,1,1,2,12,3,1,NA,39
"702",1,2,NA,NA,NA,1,3,4,NA,0,2,3,3,NA,2,0,NA,70
"703",1,2,NA,NA,NA,2,3,2,2,52,NA,NA,1,9,3,3,4,24
"704",1,NA,3,4,2,2,3,2,1,52,1,2,3,11,3,2,NA,40
"705",2,NA,3,4,2,NA,3,2,1,52,1,2,2,12,4,5,NA,48
"706",0,NA,4,2,2,1,1,2,2,NA,NA,NA,2,3,2,NA,NA,58
"707",1,1,NA,NA,NA,NA,1,2,2,52,1,2,2,12,3,1,5,57
"708",0,1,NA,NA,NA,2,1,2,NA,0,NA,NA,2,NA,3,0,NA,76
"709",1,5,NA,NA,NA,2,2,2,1,52,2,2,1,12,2,4,NA,53
"710",2,NA,2,3,2,NA,3,2,2,52,2,2,2,2,2,4,NA,30
"711",0,1,NA,NA,NA,1,2,2,4,52,1,3,2,NA,1,NA,NA,64
"712",1,NA,2,2,2,NA,2,2,4,43,2,3,3,NA,2,2,NA,59
"713",1,1,NA,NA,NA,2,1,3,NA,0,2,3,3,NA,2,0,NA,88
"714",3,NA,3,3,2,NA,1,3,2,49,1,2,2,12,3,2,NA,61
"715",3,1,3,2,2,2,2,2,2,52,NA,NA,1,8,1,4,NA,50
"716",4,1,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,3,0,NA,76
"717",0,NA,NA,NA,NA,NA,2,2,4,25,2,3,3,NA,1,3,NA,27
"718",1,NA,3,4,2,NA,3,2,1,36,1,1,2,8,3,3,2,27
"719",1,3,3,2,3,NA,2,2,2,46,2,2,2,9,2,4,NA,21
"720",3,NA,3,2,2,2,2,3,2,50,NA,NA,1,12,3,3,3,29
"721",0,3,NA,NA,NA,NA,3,4,1,0,1,4,2,NA,5,3,5,59
"722",1,NA,3,1,2,1,3,1,2,52,1,3,2,3,1,4,NA,32
"723",0,2,3,4,2,2,2,2,1,52,2,2,2,12,2,3,NA,37
"724",2,NA,3,3,1,NA,3,2,2,52,1,2,1,11,2,4,5,37
"725",3,NA,3,2,2,NA,2,2,3,32,2,4,2,NA,3,0,6,40
"726",2,NA,4,3,2,1,1,2,1,40,NA,NA,1,NA,3,3,6,51
"727",1,1,NA,NA,NA,2,2,2,1,0,2,1,1,NA,2,5,NA,26
"728",3,NA,NA,NA,NA,NA,1,3,NA,40,2,2,3,12,3,NA,NA,71
"729",3,5,2,3,2,2,1,2,1,52,1,1,3,12,1,0,NA,53
"730",1,2,NA,NA,NA,1,2,2,2,52,NA,NA,2,12,3,2,6,45
"731",3,NA,3,2,2,2,2,3,1,52,2,2,1,12,2,2,NA,53
"732",1,2,NA,NA,NA,1,2,2,2,16,NA,NA,3,3,3,NA,NA,22
"733",4,NA,4,3,2,2,1,3,1,52,1,1,2,12,2,0,NA,58
"734",3,4,4,2,3,2,1,3,1,52,NA,NA,1,12,2,NA,6,50
"735",0,1,NA,NA,NA,2,3,3,NA,0,2,3,3,NA,4,0,NA,52
"736",1,5,NA,NA,NA,2,2,3,1,52,1,3,1,12,3,5,NA,48
"737",1,NA,3,3,2,2,3,2,2,52,2,2,1,NA,3,NA,NA,62
"738",1,NA,3,4,2,NA,1,3,1,52,1,1,1,12,4,5,6,26
"739",1,3,NA,NA,NA,1,2,2,1,38,NA,NA,2,2,3,0,NA,59
"740",1,NA,NA,NA,NA,2,3,2,NA,0,NA,NA,2,NA,2,1,NA,64
"741",3,NA,3,3,2,NA,2,2,2,52,2,2,2,12,4,5,6,38
"742",0,NA,NA,NA,NA,NA,3,1,NA,NA,3,4,3,4,2,NA,NA,52
"743",1,NA,NA,NA,NA,NA,2,3,1,0,2,2,2,NA,3,NA,NA,28
"744",4,NA,NA,NA,NA,2,2,2,NA,0,1,1,2,12,4,0,NA,73
"745",1,1,5,4,1,2,2,3,1,10,1,2,1,NA,2,6,NA,29
"746",2,2,4,3,1,NA,2,2,1,52,1,2,1,12,2,5,3,32
"747",0,NA,NA,NA,NA,2,2,3,NA,0,NA,NA,1,NA,1,4,NA,79
"748",3,2,3,3,2,NA,1,2,1,52,1,1,1,12,3,4,6,48
"749",1,4,NA,NA,NA,1,2,2,2,52,1,2,1,9,1,0,NA,53
"750",0,3,5,4,1,NA,1,2,1,52,1,2,1,10,1,6,NA,45
"751",1,NA,2,1,2,2,3,1,3,0,NA,NA,2,NA,3,1,NA,43
"752",4,NA,3,1,1,1,1,3,1,28,1,1,1,11,3,NA,NA,32
"753",1,NA,5,2,1,1,2,3,1,52,1,1,3,NA,3,5,NA,25
"754",0,3,NA,NA,NA,1,2,2,NA,0,2,3,3,NA,2,NA,NA,79
"755",1,3,NA,NA,NA,1,2,1,NA,0,1,3,2,NA,4,3,NA,55
"756",1,5,4,1,2,2,2,2,2,52,NA,NA,2,12,4,5,3,39
"757",1,NA,NA,NA,NA,NA,1,2,NA,0,2,4,2,NA,2,NA,NA,78
"758",1,NA,5,3,1,NA,3,2,1,52,1,1,1,12,1,4,4,54
"759",1,2,NA,NA,NA,1,1,3,NA,36,1,2,1,3,5,0,NA,20
"760",0,2,NA,NA,NA,2,2,3,NA,0,2,3,3,NA,1,0,NA,72
"761",0,NA,5,4,2,2,2,2,1,52,3,1,1,11,1,0,NA,50
"762",1,1,NA,NA,NA,NA,2,3,NA,0,2,3,2,NA,4,4,NA,79
"763",1,1,NA,NA,NA,2,2,3,NA,0,3,3,3,NA,3,NA,NA,89
"764",1,1,NA,NA,NA,2,2,2,NA,0,1,4,3,NA,2,0,NA,75
"765",1,NA,5,4,2,NA,3,2,2,52,2,2,2,9,2,0,NA,53
"766",1,1,NA,NA,NA,2,2,2,3,40,2,3,2,12,2,5,NA,47
"767",1,NA,4,4,1,NA,1,3,1,52,1,1,1,12,3,2,NA,75
"768",1,2,NA,NA,NA,NA,3,2,4,0,1,2,2,NA,1,5,6,48
"769",3,NA,3,2,2,NA,2,3,2,4,2,2,2,9,2,0,6,63
"770",4,NA,3,3,2,2,2,3,1,50,2,1,2,12,3,5,NA,43
"771",4,NA,5,3,2,2,2,3,2,16,NA,NA,2,4,4,1,2,31
"772",4,1,NA,NA,NA,2,1,3,1,52,1,1,2,12,2,5,NA,40
"773",4,NA,5,4,2,2,2,3,1,52,NA,NA,1,12,4,3,NA,74
"774",3,2,NA,NA,NA,2,3,2,4,0,NA,NA,1,NA,3,3,5,48
"775",1,1,NA,NA,NA,2,2,4,NA,0,NA,NA,2,NA,2,0,NA,68
"776",1,NA,NA,NA,NA,NA,2,3,NA,0,1,3,1,NA,3,NA,NA,89
"777",2,4,3,3,1,NA,2,2,1,52,1,1,1,4,3,0,2,24
"778",1,NA,3,2,2,1,2,2,2,52,NA,NA,3,10,3,5,4,40
"779",1,3,NA,NA,NA,1,2,2,3,52,NA,NA,2,NA,3,3,NA,28
"780",1,2,NA,NA,NA,NA,3,1,NA,0,2,2,2,NA,1,0,NA,18
"781",1,5,3,2,1,2,2,2,1,52,1,2,1,12,1,3,NA,33
"782",1,3,2,3,1,2,1,2,1,45,1,2,2,12,2,4,NA,42
"783",0,2,NA,NA,NA,1,2,2,1,52,1,3,3,11,3,3,NA,35
"784",1,NA,NA,NA,NA,1,1,3,2,0,NA,NA,2,NA,3,5,5,30
"785",1,3,3,1,2,1,1,3,1,52,NA,NA,1,NA,4,3,5,56
"786",4,5,3,4,1,2,2,3,1,49,1,1,1,NA,3,NA,NA,40
"787",4,3,3,2,3,1,2,3,1,50,NA,NA,1,12,3,2,6,60
"788",1,NA,NA,NA,NA,2,1,2,1,0,2,1,1,NA,3,4,NA,40
"789",4,NA,3,1,1,NA,2,4,1,52,1,1,2,12,4,6,2,35
"790",1,2,NA,NA,NA,NA,2,2,NA,0,1,4,2,1,3,1,6,66
"791",1,1,3,2,3,1,3,2,2,24,NA,NA,2,NA,3,3,NA,58
"792",1,4,NA,NA,NA,NA,2,3,2,45,2,3,2,12,2,0,4,49
"793",3,NA,3,3,2,1,3,3,2,26,1,2,2,4,3,2,NA,59
"794",1,NA,NA,NA,NA,NA,3,2,NA,40,1,1,2,5,4,5,NA,30
"795",1,NA,NA,NA,NA,1,2,3,NA,0,NA,NA,2,NA,3,1,6,63
"796",0,NA,NA,NA,NA,NA,1,2,NA,0,1,2,1,NA,3,0,NA,73
"797",0,2,NA,NA,NA,2,3,3,1,0,3,3,3,NA,3,0,NA,56
"798",1,3,3,2,1,1,2,2,1,24,1,2,1,5,2,0,NA,26
"799",1,3,NA,NA,NA,2,1,2,1,45,1,2,1,12,2,5,NA,26
"800",1,2,NA,NA,NA,NA,3,3,3,0,1,2,2,NA,4,6,4,20
"801",1,NA,3,2,3,2,2,2,2,52,2,2,2,12,3,1,NA,51
"802",1,1,NA,NA,NA,1,2,2,1,35,NA,NA,1,8,3,1,5,39
"803",1,NA,3,2,2,NA,2,2,1,52,1,2,2,12,3,2,5,58
"804",1,NA,NA,NA,NA,2,3,3,2,0,1,2,1,NA,2,0,NA,86
"805",1,NA,2,1,1,2,3,3,2,52,NA,NA,3,12,3,1,6,57
"806",3,NA,2,3,3,2,1,4,2,50,NA,NA,2,12,2,NA,6,47
"807",4,5,NA,NA,NA,NA,2,3,1,52,1,2,2,12,4,2,3,53
"808",3,3,NA,NA,NA,NA,2,3,1,52,1,2,2,12,4,2,4,37
"809",3,4,NA,NA,NA,2,2,2,NA,6,NA,NA,1,NA,4,0,4,25
"810",0,3,3,2,3,NA,2,2,2,49,1,1,2,12,3,3,5,54
"811",0,NA,NA,NA,NA,2,3,2,NA,0,NA,NA,2,NA,4,0,NA,64
"812",2,4,NA,NA,NA,NA,3,1,NA,0,2,2,2,NA,3,2,4,37
"813",1,NA,NA,NA,NA,NA,2,3,NA,0,2,3,1,NA,3,1,NA,63
"814",1,5,1,1,3,NA,3,1,4,44,2,1,2,2,3,6,3,22
"815",2,NA,3,1,2,1,2,2,2,52,NA,NA,2,10,3,NA,4,30
"816",1,NA,NA,NA,NA,2,2,2,NA,0,2,3,2,NA,3,NA,NA,69
"817",1,NA,5,4,2,2,2,3,2,52,NA,NA,2,11,2,1,6,25
"818",1,3,3,2,2,NA,3,2,2,42,2,2,2,9,3,2,NA,56
"819",1,NA,3,3,2,NA,1,3,1,45,2,2,2,NA,3,5,4,25
"820",1,NA,2,1,1,NA,3,2,2,52,2,2,2,12,3,1,5,55
"821",1,4,3,1,3,1,3,2,2,49,NA,NA,2,6,3,5,5,27
"822",1,NA,NA,NA,NA,2,1,3,NA,0,1,1,2,NA,4,NA,NA,73
"823",1,2,NA,NA,NA,NA,3,2,3,0,1,4,2,NA,3,1,6,53
"824",2,2,NA,NA,NA,1,2,3,1,0,NA,NA,2,NA,5,5,3,25
"825",0,2,NA,NA,NA,2,3,2,NA,0,NA,NA,2,NA,1,0,NA,71
"826",0,NA,4,2,2,NA,2,2,1,52,2,3,3,9,3,2,6,52
"827",2,3,2,1,2,1,3,2,1,52,2,3,2,12,1,3,NA,36
"828",1,NA,NA,NA,NA,1,3,3,3,8,NA,NA,2,NA,3,2,NA,22
"829",1,3,3,3,2,NA,2,2,2,52,1,2,2,12,4,5,3,31
"830",1,1,NA,NA,NA,1,2,1,NA,0,2,3,2,NA,2,1,NA,62
"831",3,NA,1,1,3,2,3,2,2,52,1,3,2,12,3,2,NA,58
"832",1,NA,2,3,3,1,3,2,1,24,2,2,2,NA,4,3,NA,25
"833",1,5,5,1,3,NA,3,1,4,52,1,2,2,11,3,5,2,23
"834",0,NA,3,2,2,NA,3,2,3,52,1,3,3,NA,1,2,NA,20
"835",4,NA,2,1,2,2,1,3,1,52,NA,NA,1,NA,3,0,NA,NA
"836",2,3,3,2,1,NA,1,2,2,52,2,1,2,12,3,2,NA,19
"837",1,2,NA,NA,NA,NA,3,3,3,25,2,1,2,NA,1,2,5,73
"838",3,5,2,2,2,2,1,3,1,52,NA,NA,2,12,1,4,NA,40
"839",3,3,NA,NA,NA,2,2,2,NA,0,1,3,2,NA,2,0,NA,73
"840",1,NA,3,1,2,1,3,3,2,52,2,2,1,12,4,5,NA,44
"841",2,NA,2,2,2,2,2,3,2,52,1,1,2,12,3,NA,NA,54
"842",1,1,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,2,NA,NA,89
"843",4,NA,1,4,1,NA,1,4,2,52,2,2,1,12,3,NA,NA,68
"844",3,2,NA,NA,NA,1,2,3,2,48,2,2,2,12,3,1,NA,67
"845",4,2,NA,NA,NA,NA,2,4,3,52,2,2,2,12,3,0,NA,61
"846",2,NA,3,3,1,NA,1,2,2,20,1,1,1,11,3,3,3,39
"847",3,4,NA,NA,NA,NA,1,3,2,0,1,2,1,NA,3,4,4,39
"848",4,NA,NA,NA,NA,1,2,3,4,0,1,3,3,NA,3,1,NA,35
"849",2,NA,3,3,1,2,2,2,1,52,NA,NA,1,12,3,5,5,56
"850",1,NA,NA,NA,NA,NA,3,1,NA,3,2,4,3,2,1,1,6,52
"851",2,NA,2,1,1,NA,1,3,1,10,2,2,1,5,4,5,5,28
"852",0,NA,NA,NA,NA,1,2,2,NA,0,1,2,2,NA,3,6,NA,50
"853",0,3,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,3,0,NA,76
"854",3,NA,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,3,0,NA,89
"855",1,3,3,2,2,1,2,2,1,7,NA,NA,2,2,3,5,2,29
"856",0,NA,NA,NA,NA,2,2,1,NA,0,3,4,3,NA,2,0,NA,62
"857",1,NA,1,1,2,2,3,NA,1,52,NA,NA,2,NA,NA,NA,NA,56
"858",1,1,NA,NA,NA,2,3,3,NA,0,1,2,1,NA,3,1,NA,59
"859",2,1,3,2,1,2,2,2,2,52,NA,NA,2,12,3,0,5,34
"860",3,NA,2,1,2,NA,2,3,2,52,1,1,1,11,4,5,3,29
"861",3,4,NA,NA,NA,1,2,3,1,52,NA,NA,2,12,4,1,2,34
"862",4,3,2,1,2,2,1,3,1,52,2,2,2,12,4,NA,NA,60
"863",4,NA,3,1,3,1,3,2,3,52,1,2,1,12,1,5,NA,29
"864",2,3,NA,NA,NA,1,3,2,2,5,NA,NA,2,10,2,5,NA,31
"865",1,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,1,0,NA,73
"866",1,4,2,2,2,1,2,3,2,52,NA,NA,2,12,2,2,NA,58
"867",1,1,NA,NA,NA,1,3,1,1,52,NA,NA,3,12,2,3,6,42
"868",3,NA,2,2,2,2,2,2,2,52,NA,NA,2,12,3,3,4,35
"869",1,1,NA,NA,NA,1,2,2,1,40,NA,NA,2,NA,1,2,NA,51
"870",0,5,NA,NA,NA,1,3,1,NA,0,1,4,1,NA,2,NA,NA,54
"871",1,NA,3,2,2,NA,3,2,2,45,2,3,3,12,4,1,5,53
"872",4,5,3,2,2,2,2,3,2,52,1,2,2,12,4,4,NA,52
"873",1,NA,3,1,2,2,2,3,1,52,NA,NA,1,12,2,5,5,41
"874",3,5,3,3,2,2,2,3,2,52,1,1,1,12,3,6,NA,42
"875",1,1,NA,NA,NA,1,2,2,1,40,NA,NA,2,12,2,2,NA,58
"876",0,1,NA,NA,NA,1,3,3,1,52,1,2,2,NA,4,5,NA,38
"877",3,5,2,3,2,1,2,2,2,40,NA,NA,1,12,2,5,6,40
"878",1,4,NA,NA,NA,2,2,3,2,52,2,2,1,12,4,5,NA,31
"879",1,4,NA,NA,NA,2,1,2,1,52,1,1,2,12,4,NA,NA,56
"880",4,5,3,3,2,2,2,2,1,52,1,2,1,12,2,5,NA,34
"881",0,NA,3,1,2,2,3,2,1,52,3,4,2,10,2,0,NA,58
"882",1,NA,2,1,2,2,2,2,3,20,2,1,2,4,3,5,NA,23
"883",4,NA,3,1,2,2,2,3,1,52,NA,NA,2,NA,3,0,6,51
"884",1,NA,3,1,1,2,2,1,1,52,NA,NA,1,11,1,NA,5,53
"885",0,1,NA,NA,NA,2,3,3,NA,0,1,3,2,NA,1,0,NA,68
"886",0,2,NA,NA,NA,2,2,NA,NA,0,NA,3,2,NA,1,0,NA,71
"887",2,NA,3,4,2,2,1,1,2,52,NA,NA,1,9,1,4,NA,22
"888",0,3,NA,NA,NA,NA,3,1,NA,0,3,3,3,NA,3,0,NA,71
"889",3,3,NA,NA,NA,NA,1,3,3,52,1,2,1,12,4,6,NA,30
"890",1,NA,4,2,3,2,2,2,3,49,NA,NA,2,11,3,4,NA,60
"891",1,3,3,1,1,2,2,3,2,45,1,2,1,12,1,4,NA,28
"892",4,5,NA,NA,NA,NA,1,3,1,48,1,1,1,12,4,5,NA,60
"893",1,2,3,2,2,1,2,2,3,52,2,2,2,12,3,5,NA,37
"894",1,NA,NA,NA,NA,1,2,1,2,42,NA,NA,2,9,1,4,3,52
"895",3,4,4,2,2,1,1,4,1,52,NA,NA,1,12,3,6,5,25
"896",1,5,NA,NA,NA,NA,3,3,1,45,1,2,2,NA,2,1,5,19
"897",3,3,4,3,2,2,2,2,2,52,NA,NA,2,11,3,2,NA,38
"898",3,3,2,1,2,2,2,2,2,52,NA,NA,2,12,4,2,5,41
"899",3,NA,3,2,2,NA,3,3,3,52,2,2,2,12,3,3,5,43
"900",1,1,2,1,2,1,2,2,2,52,NA,NA,1,11,1,2,6,34
"901",1,5,4,3,3,2,2,2,1,45,NA,NA,2,12,2,5,NA,39
"902",1,NA,NA,NA,NA,1,2,1,NA,52,1,2,1,11,3,6,NA,26
"903",3,1,NA,NA,NA,1,2,2,1,50,NA,NA,1,9,1,0,6,27
"904",1,NA,1,3,2,2,2,2,1,40,NA,NA,2,10,3,5,6,34
"905",1,NA,3,2,1,1,2,2,2,52,2,1,1,12,4,6,NA,34
"906",3,NA,1,1,3,1,3,1,3,52,2,3,3,NA,1,0,NA,38
"907",1,3,3,4,2,NA,2,3,1,52,1,2,1,12,2,6,6,59
"908",1,2,2,2,3,1,3,2,3,30,2,2,3,NA,3,0,NA,28
"909",1,5,4,2,2,1,2,2,2,52,2,1,2,12,3,6,NA,32
"910",1,NA,NA,NA,NA,2,2,2,4,0,NA,NA,2,NA,3,1,NA,24
"911",1,NA,3,3,3,NA,3,3,2,52,2,1,2,11,1,0,NA,65
"912",0,NA,NA,NA,NA,NA,2,2,NA,0,2,3,3,NA,1,0,NA,27
"913",3,NA,NA,NA,NA,2,2,1,2,0,1,4,2,NA,3,0,NA,51
"914",0,4,3,3,2,1,2,2,2,30,1,3,2,3,3,2,NA,44
"915",1,3,3,4,2,NA,3,2,2,26,1,2,3,5,3,1,6,44
"916",0,NA,NA,NA,NA,NA,2,1,2,3,2,3,3,1,2,NA,NA,22
"917",0,3,3,2,1,2,3,1,2,0,NA,NA,2,NA,2,5,4,25
"918",2,NA,5,4,1,1,2,3,1,52,NA,NA,2,10,3,3,2,38
"919",1,2,4,3,2,1,2,2,1,52,NA,NA,2,12,3,0,5,58
"920",4,3,NA,NA,NA,1,1,3,2,52,NA,NA,1,12,4,3,6,38
"921",3,3,2,2,1,NA,1,3,2,52,1,1,2,12,3,3,6,53
"922",1,2,NA,NA,NA,2,2,3,1,52,NA,NA,1,12,3,3,4,42
"923",3,NA,2,4,2,1,1,3,2,52,NA,NA,2,12,4,5,NA,55
"924",3,NA,3,4,2,2,1,3,1,52,NA,NA,2,12,2,4,2,51
"925",1,2,NA,NA,NA,2,2,2,NA,10,2,2,1,11,3,5,NA,60
"926",0,1,NA,NA,NA,NA,1,3,1,0,2,3,1,NA,5,3,NA,54
"927",3,2,NA,NA,NA,1,3,2,2,0,1,4,3,NA,3,NA,NA,38
"928",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,5,0,NA,79
"929",1,4,3,2,2,2,2,3,2,52,NA,NA,2,NA,2,3,4,39
"930",3,3,4,2,2,2,2,3,1,52,NA,NA,2,12,2,1,5,38
"931",1,4,NA,NA,NA,2,1,2,NA,0,1,2,2,NA,3,4,NA,59
"932",1,NA,4,1,2,1,3,3,1,52,NA,NA,3,12,2,6,1,56
"933",1,3,NA,NA,NA,NA,2,3,1,52,1,2,2,12,4,0,5,37
"934",1,NA,NA,NA,NA,NA,3,2,NA,52,2,3,3,12,3,0,NA,60
"935",3,NA,2,2,2,NA,2,3,1,46,1,1,1,12,3,4,5,32
"936",1,NA,NA,NA,NA,1,3,3,NA,0,2,3,2,NA,4,4,NA,63
"937",1,2,NA,NA,NA,2,2,3,1,26,NA,NA,2,12,3,4,6,53
"938",0,2,NA,NA,NA,2,2,2,1,0,3,3,2,NA,1,NA,NA,27
"939",1,NA,NA,NA,NA,NA,3,1,NA,0,3,1,1,NA,2,0,NA,62
"940",1,NA,NA,NA,NA,2,3,3,NA,20,2,1,2,NA,2,NA,NA,22
"941",1,NA,4,3,2,1,1,1,1,32,2,2,1,9,3,5,NA,24
"942",1,NA,3,2,1,1,2,2,2,26,NA,NA,3,NA,3,6,NA,23
"943",3,NA,3,4,2,2,2,3,1,52,1,3,2,NA,3,NA,NA,51
"944",1,NA,4,4,1,1,3,2,1,46,NA,NA,1,12,2,NA,NA,42
"945",1,5,NA,NA,NA,2,1,2,1,52,NA,NA,1,12,2,NA,6,31
"946",0,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,1,NA,2,NA,NA,78
"947",4,NA,2,3,2,2,1,4,1,52,NA,NA,1,12,4,4,5,36
"948",3,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,2,3,NA,64
"949",4,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,4,0,NA,76
"950",2,NA,3,1,3,NA,2,2,2,52,2,2,3,12,2,3,6,41
"951",4,2,NA,NA,NA,NA,2,3,NA,0,1,1,1,NA,1,NA,6,71
"952",3,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,5,6,67
"953",4,NA,3,4,2,NA,1,3,1,52,1,2,2,12,4,1,4,40
"954",1,NA,NA,NA,NA,NA,2,3,1,0,2,2,2,NA,2,5,6,44
"955",1,NA,2,1,1,2,2,3,1,52,NA,NA,2,12,3,5,3,43
"956",2,NA,3,2,3,2,1,2,3,52,NA,NA,2,12,4,1,6,59
